,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
99,lisa,sam zucchi,atrocity speech law,Atrocity Speech Law,journal of scholarly publishing,"peer review , scholarly publishing , open access publishing , academic publications , bibliometrics , law , journals (academic) , social factors , attitudes , spain",2018,English,
100,lisa,"anna marie johnson, amber willenborg, christopher heckman, joshua whitacre, latisha reynolds, elizabeth alison sterner, lindsay harmon, syann lunsford, sarah drerup",library instruction and information literacy 2017,Library instruction and information literacy 2017,reference services review,"user training , libraries , journals , user experience , information literacy , literacy , bibliographic literature , books , academic libraries",2018,English,10.1108/rsr-07-2018-0061
102,lisa,"robin champieux, heather coates, stacy konkiel, karen gutzman",metrics toolkit an online evidence based resource for navigating the research metrics landscape,Metrics Toolkit: an online evidence-based resource for navigating the research metrics landscape,journal of the medical library association,"research , web sites , social networks , librarians , researchers , libraries , informetrics",2018,English,10.5195/jmla.2018.526
103,lisa,katherine g akers,report from the medical library associations insight initiative summit 1 engaging users in a disruptive era,Report from the Medical Library Association's InSight Initiative Summit 1: Engaging Users in a Disruptive Era,journal of the medical library association,"health sciences , discovery tools , publishing industry , library associations , social research , library users , librarians , access to information , meetings , scholarly publishing , academic libraries",2018,English,10.5195/jmla.2018.561
104,lisa,"yingxin estella ye, na jin-cheon",to get cited or get tweeted a study of psychological academic articles,To get cited or get tweeted: a study of psychological academic articles,online information review,"data analysis , web 2.0 , bibliometrics , social networks , scientific papers , content analysis , social networks , visibility , citation analysis , tips , informetrics , scholarly communication , social research , citation analysis",2018,English,10.1108/oir-08-2017-0235
105,lisa,lena vania ribeiro pinheiro,mutacoes na ciencia da informacao e reflexos nas mandalas interdisciplinares,Mutações na ciência da informação e reflexos nas mandalas interdisciplinares,informacao sociedade,"epistemology , epistemology , interdisciplinary aspects , information science , brazil",2018,Portuguese,10.22478/ufpb.1809-4783.2018v28n3.43317
106,lisa,"w m tharanga d ranasinghe, chung jun min",institutional repository based open access scholarly publishing system a conceptual model,Institutional Repository based Open Access Scholarly Publishing System: A Conceptual Model,library philosophy and practice,"research , software , journals , trends , academic libraries , studies , open access publishing , scholars , archives & records , researchers , licensing , scholarly publishing , publishing industry , scholarly communication , institutional repositories , object repository",2018,English,
107,lisa,"p mohanathan, n rajendran",research output of greenhouse effect in india a scientometric analysis,Research Output of Greenhouse Effect in India: A Scientometric Analysis,library philosophy and practice,"publication output , author productivity , scientometrics , bibliometrics , information sources , greenhouse effect , india",2018,English,
108,lisa,"wolfgang zenk-moltgen, esra akdeniz, alexia katsanidou, verena nasshoven, ebru balaban",factors influencing the data sharing behavior of researchers in sociology and political science,Factors influencing the data sharing behavior of researchers in sociology and political science,journal of documentation,"journals , information sharing , statistical tests , websites , researchers , norms , empirical analysis , political science , statistical analysis , data retrieval , social sciences , sociology , policies , data management , professional associations , sociology , impact factors , statistical analysis",2018,English,10.1108/jd-09-2017-0126
109,lisa,omwoyo bosire onyancha,forty five years of lis research evolution 19712015 an informetrics study of the author supplied keywords,"Forty-Five Years of LIS Research Evolution, 1971–2015: An Informetrics Study of the Author-Supplied Keywords",publishing research quarterly,"library and information science , user training , feature extraction , informatics , information storage , computer aided software engineering , keywords , knowledge management , academic discourse , keywords , education , computer software , topic and comment",2018,English,10.1007/s12109-018-9590-3
110,lisa,anonymous,citation analysis of most prolific authors in the field of library and information science in nigeria,Citation analysis of most prolific authors in the field of Library and Information Science in Nigeria,library philosophy and practice,"research , collaboration , science , books , library and information science , citation analysis , library collections , researchers , scholarly publishing , professionals , scientometrics , journals , bibliometrics , studies , publications , scholars , archives & records , librarians , authorship , internet resources , information sources , collection development , scholarly communication , nigeria , india",2018,English,
111,lisa,"fereshteh didegah, mike thelwall",cosaved cotweeted and cocited networks,"Co‐saved, co‐tweeted, and co‐cited networks",journal of the association for information science and technology,"citation analysis , sensitivity analysis , social networks , citation analysis , bibliometrics , libraries",2018,English,10.1002/asi.24028
112,lisa,"crispulo travieso rodriguez, ronaldo ferreira de araujo",indicadores altmetricos y de citacion en la produccion cientifica en scienceopen estudio descriptivo para brasil espana y portugal altmetrics and citation indicators applied to scientific production in scienceopen descriptive analysis for brazil spain and portugal,"Indicadores altmétricos y de citación en la producción científica en ScienceOpen: estudio descriptivo para Brasil, España y Portugal / Altmetrics and citation indicators applied to scientific production in ScienceOpen: descriptive analysis for Brazil, Spain and Portugal",bibliotecas anales de investigacion,"authorship , bibliometrics , informetrics , portugal , brazil",2018,Spanish,
113,lisa,carmen galvez,el campo de investigacion del analisis de redes sociales en el area de las ciencias de la documentacion un analisis de co citacion y co palabras,El campo de investigación del Análisis de Redes Sociales en el área de las Ciencias de la Documentación: un análisis de co-citación y co-palabras,revista general de informacion y documentacion,"scientometrics , library and information science , cocitation , social network analysis",2018,English,10.5209/rgid.62834
114,lisa,elea gimenez toledo,research assessment in humanities and social sciences in review,Research assessment in Humanities and Social Sciences in review,revista espanola de documentacion cientifica,"journals , citations , scientometrics , journals , bibliometrics , open access publishing , academic publications , humanities , informetrics , social sciences , information science , blogs",2018,English,10.3989/redc.2018.3.1552
115,lisa,"david nicholas, eti herman, jie xu, cherifa boukacem-zeghmouri, abrizah abdullah, anthony watkinson, marzena swigon, blanca rodriguez-bravo",early career researchers quest for reputation in the digital age,Early Career Researchers' Quest for Reputation in the Digital Age,journal of scholarly publishing,"educational evaluation , careers , scholarly communication , scholarly publishing , reputation management",2018,English,
116,lisa,sadik batcha mohamed,lotkas applicability on global dengue research publication a scientometric study,Lotka’s Applicability on Global Dengue Research Publication : A Scientometric Study,desidoc journal of library information technology,"scientists , productivity , scientometrics , viral diseases , fitness , scientific papers , fever , lotka's law",2018,English,
117,lisa,"rocio serrano-vicente, remedios melero, ernest abadal",evaluation of spanish institutional repositories based on criteria related to technology procedures content marketing and personnel,"Evaluation of Spanish institutional repositories based on criteria related to technology, procedures, content, marketing and personnel",data technologies and applications,"research facilities , usability , metadata , indicators , exports , open access , imports , literature reviews , marketing , personnel , marketing , cooperation , cost control , social networks , repositories , librarians , information management , institutional repositories , information systems , literature reviews , colleges & universities , research & development--r&d , spain",2018,English,10.1108/dta-10-2017-0074
118,lisa,"alex h poole, deborah a garwood",natural allies,“Natural allies”,journal of documentation,"qualitative analysis , metadata , collaboration , datasets , data mining , technical services , information professionals , interdisciplinary aspects , library and information science , archives & records , librarians , digital humanities , visualization , case studies , archivists , netherlands , united states--us , canada , united kingdom--uk",2018,English,10.1108/jd-10-2017-0137
120,lisa,camilo alejandro corchuelo rodriguez,visibilidad cientifica y academica en la web 2 0 analisis de grupos de investigacion de la universidad de la sabana,Visibilidad científica y académica en la web 2.0: Análisis de grupos de investigación de la Universidad de La Sabana,informacion cultura y sociedad,"web 2.0 , researchers , internet , informetrics",2018,English,
121,lisa,marton demeter,the global souths participation in the international community of communication scholars from an eastern european point of view,The Global South’s Participation in the International Community of Communication Scholars: From an Eastern European Point of View,publishing research quarterly,"research , scholars , bibliometrics , bias , hungarian , novels , communication theory , eastern europe",2018,English,10.1007/s12109-018-9585-0
122,lisa,"fereshteh didegah, timothy d bowman, kim holmberg",on the differences between citations and altmetrics an investigation of factors driving altmetrics versus citations for finnish articles,On the differences between citations and altmetrics: An investigation of factors driving altmetrics versus citations for finnish articles,journal of the association for information science and technology,"social networks , citations , impact factors , informetrics , citation analysis , news , social networks , readers , cooperation , blogs , readability , collaboration , audience , finnish language , finland",2018,English,10.1002/asi.23934
123,lisa,"maria giovanna guedes farias, juliana soares lima, francisco edvander pires santos",bibliotecario e editoracao mercado e competencias necessarias,Bibliotecário e Editoração: mercado e competências necessárias,informacao sociedade,"librarians , scholarly publishing",2018,Portuguese,10.22478/ufpb.1809-4783.2018v28n2.38682
124,lisa,m sadik batcha,do citations make impact on social media an altmetric analysis of top cited articles of university of madras,Do Citations make Impact on Social Media? : An Altmetric Analysis of Top Cited Articles of University of Madras,library philosophy and practice,"citations , scientometrics , bibliometrics , social networks , researchers , informetrics , scholarly communication , social research",2018,English,
125,lisa,"wilson castano-munoz, maria teresa munera-torres, alejandro uribe-tirado",hacia donde deberia ir la formacion en tic en la escuela interamericana de bibliotecologia una mirada a partir de los programas de educacion bibliotecologica en america latina y las tendencias mundiales,Hacia dónde debería ir la formación en TIC en la Escuela Interamericana de Bibliotecología. Una mirada a partir de los programas de educación bibliotecológica en América Latina y las tendencias mundiales,revista interamericana de bibliotecologia,"libraries , trends , communications technology , schools of library and information science , curricula , information technology , latin america",2018,Spanish,10.17533/udea.rib.v41n2a03
126,lisa,gonzalo casino,cita periodistica impacto de las revistas y los articulos cientificos en la prensa generalista,Cita periodística: impacto de las revistas y los artículos científicos en la prensa generalista,el profesional de la informacion,"bibliometrics , citations , news media",2018,English,
127,lisa,"daniel torres-salinas, pedro-angel castillo-valdivieso, alvaro perez-luque, esteban romero-frias",altmetricas a nivel institucional visibilidad en la web de la produccion cientifica de las universidades espanolas a partir de altmetric com,Altmétricas a nivel institucional: visibilidad en la Web de la producción científica de las universidades españolas a partir de Altmetric.com,el profesional de la informacion,"social networks , bibliometrics , informetrics",2018,English,
132,lisa,"joseph kehinde fasae, chuks daniel oriogu",digital object identifier and their use in accessing online scholarly materials in africa,Digital Object Identifier and their Use in Accessing Online Scholarly Materials in Africa,library philosophy and practice,"digital object identifier , metadata , journals , bibliometrics , urls , open access publishing , informetrics , information sources , scholarly communication , africa",2018,English,
133,lisa,"amanda costa araujo, dafne port nascimento, gabrielle zoldan gonzalez, christopher g phd maher, leonardo oliveira pena phd costa",impact of low back pain clinical trials measured by the altmetric score cross sectional study,Impact of Low Back Pain Clinical Trials Measured by the Altmetric Score: Cross-Sectional Study,journal of medical internet research,"databases , back pain , publishing , clinical standards , publishing , visibility , randomized controlled trials , clinical research , readership , articles , impact factors , citations , electronic publishing , informetrics , clinical trials , physiotherapy , low back pain , social media",2018,English,
135,lisa,"marc vinyard, jaimie beth colvin",how research becomes impact librarians helping faculty use scholarly metrics to select journals,How research becomes impact: Librarians helping faculty use scholarly metrics to select journals,college undergraduate libraries,"librarians , bibliometrics , college faculty , scholarly publishing",2018,English,10.1080/10691316.2018.1464995
136,lisa,david stuart,open bibliometrics and undiscovered public knowledge,Open bibliometrics and undiscovered public knowledge,online information review,"scientometrics , webometrics , bibliometrics , knowledge , citation analysis , bibliometrics , informetrics",2018,English,10.1108/oir-07-2017-0209
137,lisa,thelwall mike,gender bias in machine learning for sentiment analysis,Gender bias in machine learning for sentiment analysis,online information review,"gender differences , search engines , performance enhancement , data mining , restaurants , end users , algorithms , machine learning , hotels , data sets , training , bias , sentiment analysis , artificial intelligence , algorithms , human bias",2018,English,10.1108/oir-05-2017-0153
138,lisa,sasekea yoneka harris,swot analysis of jamaican academic libraries in higher education,SWOT analysis of Jamaican academic libraries in higher education,library management,"librarians , swot analysis , academic libraries , trends , strategic planning , decision making , higher education , jamaica",2018,English,10.1108/lm-07-2017-0068
140,lisa,"joao de melo maricato, jayme leiro vilan filho",the potential for altmetrics to measure other types of impact in scientific production academic and social impact dynamics in social media and networks,The potential for altmetrics to measure other types of impact in scientific production: academic and social impact dynamics in social media and networks,information research,"social networks , scientometrics , bibliometrics , informetrics , social impact",2018,English,
141,lisa,"ebikabowei emmanuel baro, tralagba eriye chris, ebiagbe ebiere joyce",knowledge and use of self archiving options among academic librarians working in universities in africa,Knowledge and use of self-archiving options among academic librarians working in universities in Africa,information and learning science,"web sites , open access publishing , archives & records , copyright , librarians , academic publications , scholarly publishing , scholarly communication , social research , institutional repositories , developing countries--ldcs , academic libraries , africa",2018,English,10.1108/ils-01-2018-0003
142,lisa,"ali akbar khasseh, faramarz soheili, afshin mousavi chelak",an author co citation analysis of 37 years of imetrics,An author co-citation analysis of 37 years of iMetrics,the electronic library,"citation analysis , citation analysis , writers , scientometrics , webometrics , embedded structures , bibliometrics , bibliometrics , network analysis , informetrics , cocitation , sociology",2018,English,10.1108/el-09-2016-0191
143,lisa,steven whittle,launching ials digital connections and collaboration,Launching IALS Digital: Connections and Collaboration,legal information management,"librarians , web sites , digitization , internet resources , legal information , united kingdom--uk",2018,English,10.1017/s1472669618000087
144,lisa,"gali halevi, judit bar-ilan",career levels and their effect on scholarly output and impact of women scientists,Career Levels and Their Effect on Scholarly Output and Impact of Women Scientists,publishing research quarterly,"publication output , citation analysis , scientists , bibliometrics , scholarly publishing , women , audience , clicks , graduate studies",2018,English,10.1007/s12109-017-9563-y
145,lisa,"shridevi prakash sindagi, gavisiddappa bhalappa anandhalli",authorship trend and collaborative research in lung cancer a time series analysis study,Authorship Trend and Collaborative Research in Lung Cancer: A Time Series Analysis Study,library philosophy and practice,"collaboration , scientometrics , webometrics , journals , bibliometrics , science , lung cancer , trends , studies , medical research , library and information science , citation analysis , researchers , authorship , outdoor air quality , libraries , growth rate , time series , informetrics , bradford's law of scatter , scholarly communication , crystallography , lotka's law",2018,English,
146,lisa,"s ravikumar, baiakmenlang khonglam",tweets of an article and its citation an altmetric study of most prolific authors,TWEETS OF AN ARTICLE AND ITS CITATION: AN ALTMETRIC STUDY OF MOST PROLIFIC AUTHORS,library philosophy and practice,"web 2.0 , scientometrics , webometrics , bibliometrics , citation indexes , studies , life sciences , social networks , scholars , citation analysis , informetrics , hirsch index , scholarly communication , social research , blogs",2018,English,
147,lisa,"isabel maria sanz caballero, cristina faba perez",estudio webmetrico de los archivos nacionales iberoamericanos evaluacion heuristica vs evaluacion automaticaestudio webmetrico de los archivos nacionales iberoamericanos evaluacion heuristica vs evaluacion automatica,Estudio webmétrico de los Archivos Nacionales Iberoamericanos: evaluación heurística vs evaluación automáticaEstudio webmétrico de los Archivos Nacionales Iberoamericanos: evaluación heurística vs evaluación automática,revista general de informacion y documentacion,"ratings & rankings , ranking , webometrics , heuristic , archives & records , web sites",2018,English,10.5209/rgid.60806
148,lisa,"raul gonzalo torricella morales, ricardo arencibia-jorge",el indice wally una propuesta altmetrica para las editoriales cubanas indexadas en la plataforma e libro com the wally index an altmetric proposal for cuban editorials indexed in the e libro com platform,El Índice Wally: una propuesta altmétrica para las editoriales cubanas indexadas en la plataforma e-Libro.com / The Wally Index: an altmetric proposal for Cuban editorials indexed in the e-Libro.com platform,bibliotecas anales de investigacion,"bibliometrics , informetrics",2018,Spanish,
149,lisa,ronaldo ferreira araujo,marketing cientifico digital e metricas de midias sociais indicadores chave de desempenho de periodicos no facebook,Marketing científico digital e métricas de mídias sociais: indicadores-chave de desempenho de periódicos no Facebook,informacao sociedade,"marketing , social networks , marketing",2018,Portuguese,10.22478/ufpb.1809-4783.2018v28n1.22063
150,lisa,"s ravikumar, basbunlang dohtdong",readership count and its association with citation a case study of mendeley reference manager software,Readership Count and Its Association with Citation: A Case Study of Mendeley Reference Manager Software,library philosophy and practice,"citations , medicine , collaboration , scientometrics , bibliometrics , science , clinical medicine , molecular biology , studies , publications , social networks , researchers , neurosciences , literature reviews , libraries , informetrics , scholarly communication , social research , information science",2018,English,
151,lisa,"farahnaz naderbeigi, alireza isfandyari-moghaddam",researchers scientific performance in researchgate the case of a technology university,Researchers' Scientific performance in ResearchGate: The Case of a Technology University,library philosophy and practice,"web 2.0 , scientists , collaboration , scientometrics , webometrics , journals , bibliometrics , science , citation indexes , user behavior , communication , publishing , narcissism , social networks , library and information science , scholars , researchers , impact factors , informetrics , hirsch index , social research",2018,English,
152,lisa,omwoyo bosire onyancha,navigating the rising metrics tide in the 21st century which way for academic librarians in support of researchers in sub saharan africa,Navigating the rising metrics tide in the 21st century: which way for academic librarians in support of researchers in sub-Saharan Africa?,south african journal of library and information science suid afrikaanse tydskrif vir biblioteek en inligtingkunde,"research , librarians , researchers , bibliometrics , informetrics , information professionals , africa",2018,English,10.7553/84-2-1762
153,lisa,"paulo roberto cintra, janaina oliveira pamplona da costa",altmetria questionamentos ao paradigma vigente para avaliacao da producao cientifica,ALTMETRIA: QUESTIONAMENTOS AO PARADIGMA VIGENTE PARA AVALIAÇÃO DA PRODUÇÃO CIENTÍFICA,informacao informacao,"bibliometrics , informetrics , citation analysis , information science",2018,Portuguese,10.5433/1981-8920.2018v23n3p160
154,lisa,"saeideh ebrahimy, fatemeh setareh",direct and indirect influence of altmetrics on citation in social systems assessing a new conceptual model,Direct and Indirect Influence of Altmetrics on Citation in Social Systems: Assessing a New Conceptual Model,international journal of information science and management,"social networks , bibliometrics , informetrics",2018,English,
155,lisa,"hyejin park, han woo park",research evaluation of asian countries using altmetrics comparing south korea japan taiwan singapore and china,"Research evaluation of Asian countries using altmetrics: comparing South Korea, Japan, Taiwan, Singapore, and China",scientometrics,"social networks , bibliometrics , social networks , informetrics , scientific papers , digital media , innovations , asia",2018,English,10.1007/s11192-018-2884-6
156,lisa,"shenmeng xu, houqiang yu, bradley m hemminger, dong xie",who what why an exploration of jove scientific video publications in tweets,"Who, what, why? An exploration of JoVE scientific video publications in tweets",scientometrics,"social networks , coding , video communication , scientific papers , documents , coding , content analysis , content analysis , scholarly publishing , video recordings",2018,English,10.1007/s11192-018-2880-x
157,lisa,"rene lezama-nicolas, marisela rodriguez-salvador, rosa rio-belver, inaki bildosola",a bibliometric method for assessing technological maturity the case of additive manufacturing,A bibliometric method for assessing technological maturity: the case of additive manufacturing,scientometrics,"additive manufacturing , maturity , intelligence , bibliometrics , business competition , powder beds , life cycles , powder , curve fitting , test procedures , manufacturing , technology , life cycle engineering , scientific papers , maturity , photopolymerization , news , risk assessment , lamination , patents , risk assessment , extrusion , new technology",2018,English,10.1007/s11192-018-2941-1
158,lisa,"andreas meier, dirk tunger",investigating the transparency and influenceability of altmetrics using the example of the rg score and the researchgate platform,Investigating the transparency and influenceability of altmetrics using the example of the RG score and the ResearchGate platform,information services use,"social networks , social networks , scientific papers , documents , academic publications , bibliometrics",2018,English,10.3233/isu-180001
159,lisa,natalia arroyo-vazquez,promocion de revistas academicas en los medios sociales,Promoción de revistas académicas en los medios sociales,anuario thinkepi,"marketing , social networks , academic publications , information dissemination",2018,Spanish,
160,lisa,"nieves gonzalez-fernandez-villavicencio, victor manuel moya-orozco",las correlaciones altmetricas metricas tradicionales se ven afectadas por los planes de marketing en medios sociales de las revistas el caso de la revista comunicar,¿LAS CORRELACIONES ALTMÉTRICAS/MÉTRICAS TRADICIONALES SE VEN AFECTADAS POR LOS PLANES DE MARKETING EN MEDIOS SOCIALES DE LAS REVISTAS? EL CASO DE LA REVISTA COMUNICAR,anales de documentacion,"citation analysis, communication, informetrics, journals, market planning, marketing, social networks",2018,Spanish,
161,lisa,"liwei zhang, jue wang",why highly cited articles are not highly tweeted a biology case,Why highly cited articles are not highly tweeted? A biology case,scientometrics,"social networks , citation analysis , bibliometrics , social networks , informetrics , scientific papers , biology , digital media , citation analysis , academic publications",2018,English,10.1007/s11192-018-2876-6
162,lisa,johanna m askeridis,an lt i gt h lt i gt index for mendeley comparison of citation based lt i gt h lt i gt indices and a readership based lt i gt h lt i gt lt sub gt lt i gt men lt i gt lt sub gt index for 29 authors,An &lt;i&gt;h&lt;/i&gt; index for Mendeley: comparison of citation-based &lt;i&gt;h&lt;/i&gt; indices and a readership-based &lt;i&gt;h&lt;/i&gt; &lt;sub&gt; &lt;i&gt;men&lt;/i&gt; &lt;/sub&gt; index for 29 authors,scientometrics,"reliability analysis , citation analysis , impact analysis , age , hirsch index , correlation analysis , correlation analysis , correlation analysis , citation analysis , readership , correlation analysis",2018,English,10.1007/s11192-018-2882-8
163,lisa,"kim holmberg, han woo park",an altmetric investigation of the online visibility of south korea based scientific journals,An altmetric investigation of the online visibility of South Korea-based scientific journals,scientometrics,"visibility , visibility , journals , journals , informetrics , scholarly communication , internet , research , information dissemination , open access , south korea",2018,English,10.1007/s11192-018-2874-8
164,lisa,jose luis ortega,reliability and accuracy of altmetric providers a comparison among altmetric com plumx and crossref event data,"Reliability and accuracy of altmetric providers: a comparison among Altmetric.com, PlumX and Crossref Event Data",scientometrics,"informetrics , counting , scientific papers , citation analysis",2018,English,10.1007/s11192-018-2838-z
165,lisa,"judit bar-ilan, gali halevi",temporal characteristics of retracted articles,Temporal characteristics of retracted articles,scientometrics,"citation analysis , authoring , digital media , citation analysis , plagiarism , professional misconduct",2018,English,10.1007/s11192-018-2802-y
166,lisa,"cheng ni, ke dong",knowledge communication on social media a case study of biomedical science on baidu baike,Knowledge communication on social media: a case study of Biomedical Science on Baidu Baike,scientometrics,"internet , web 2.0 , case studies , internet , collaboration , internet , social networks , cooperation , cooperation , tags , social networks , citation analysis , citation analysis , construction , informetrics , scholarly communication , cooperation , internet , digital media , coupling , knowledge sharing , case studies , encyclopedias",2018,English,10.1007/s11192-018-2828-1
167,lisa,"nowsheeba ashraf asmi, madhusudhan margam",academic social networking sites for researchers in central universities of delhi,Academic social networking sites for researchers in Central Universities of Delhi,global knowledge memory and communication,"collaboration , bibliometrics , information literacy , social networks , user generated content , scholars , researchers , bullying , scholarly communication , social research , web sites , open source software , developing countries--ldcs , information retrieval , delhi india",2018,English,10.1108/gkmc-01-2017-0004
168,lisa,"robin haunschild, lutz bornmann",field and time normalization of data with many zeros an empirical analysis using citation and twitter data,Field- and time-normalization of data with many zeros: an empirical analysis using citation and Twitter data,scientometrics,"indicators , social networks , indicators , citation analysis , assessments , convergence , empirical analysis , subgroups , evaluation , citation analysis",2018,English,10.1007/s11192-018-2771-1
169,lisa,"francisco segado-boj, juan martin-quevedo, juan-jose prieto-gutierrez",percepcion de las revistas cientificas espanolas hacia el acceso abierto open peer review y altmetrics,"Percepción de las revistas científicas españolas hacia el acceso abierto, open peer review y altmetrics",ibersid,"peer review , informetrics , scholarly communication , open access , academic publications , perceptions , editors , spain",2018,English,
170,lisa,"fei shu, lou wen, stefanie haustein",can twitter increase the visibility of chinese publications,Can Twitter increase the visibility of Chinese publications?,scientometrics,"visibility , social networks , visibility , citation analysis , impact analysis , digital media , citation analysis , scientometrics , china",2018,English,10.1007/s11192-018-2732-8
171,lisa,"kim holmberg, julia vainio",why do some research articles receive more online attention and higher altmetrics reasons for online success according to the authors,Why do some research articles receive more online attention and higher altmetrics? Reasons for online success according to the authors,scientometrics,"research , social networks , informetrics , internet , digital media , trends",2018,English,10.1007/s11192-018-2710-1
172,lisa,"sebastian vogl, thomas scherndl, anton kuhberger",psychology a bibliometric analysis of psychological literature in the online media,#Psychology: a bibliometric analysis of psychological literature in the online media,scientometrics,"psychology , public policy , psychology , social organization , bibliometrics , public policy , media , documents , media , public policy , social networks , impact factors , academic publications , bibliometrics , internet , digital media , correlation analysis",2018,English,10.1007/s11192-018-2727-5
173,lisa,mike thelwall,early mendeley readers correlate with later citation counts,Early Mendeley readers correlate with later citation counts,scientometrics,"citation analysis , citation analysis , readers , confidence intervals , diachronic analysis , correlation",2018,English,10.1007/s11192-018-2715-9
174,lisa,"karen elizabeth gutzman, michael e bales, christopher w belter, thane chambers, liza chan, kristi l holmes, ya-ling lu, lisa a ahip palmer, rebecca c reznik-zellen, cathy c ahip sarli, amy m suiter, terrie r wheeler",research evaluation support services in biomedical libraries,Research evaluation support services in biomedical libraries,journal of the medical library association,"research data management , scientometrics , bibliometrics , academic libraries , trends , information professionals , biomedical research , librarians , access to information , health sciences , scholarly publishing , united states--us , canada",2018,English,10.5195/jmla.2018.205
177,lisa,charlie rapple,understanding and supporting researchers choices in sharing their publications the launch of the fairshare network and shareable pdf,Understanding and supporting researchers' choices in sharing their publications: the launch of the FairShare Network and Shareable PDF,insights,"copyright , researchers , resource sharing , collaboration , scientometrics , scholarly publishing , libraries , infringement",2018,English,
178,lisa,"lutz bornmann, robin haunschild",allegation of scientific misconduct increases twitter attention,Allegation of scientific misconduct increases Twitter attention,scientometrics,"social networks , case studies , stem cells , scientometrics , professional misconduct , case studies , blogs",2018,English,10.1007/s11192-018-2698-6
179,lisa,"siluo yang, xin xing, dietmar wolfram",difference in the impact of open access papers published by china and the usa,Difference in the impact of open-access papers published by China and the USA,scientometrics,"social sciences , citation analysis , impact analysis , informetrics , open access , citation analysis , citations , china , united states--us",2018,English,10.1007/s11192-018-2697-7
180,lisa,"joao carlos nabout, fabricio barreto teresa, karine borges machado, vitor hugo mendonca do prado, luis mauricio bini, jose alexandre felizola diniz-filho",do traditional scientometric indicators predict social media activity on scientific knowledge an analysis of the ecological literature,Do traditional scientometric indicators predict social media activity on scientific knowledge? An analysis of the ecological literature,scientometrics,"indicators , social networks , indicators , citation analysis , journals , scientometrics , social networks , ecological monitoring , internet , digital media , citations",2018,English,10.1007/s11192-018-2678-x
181,lisa,"jianhua hou, xiucai yang, chaomei chen",emerging trends and new developments in information science a document co citation analysis 20092016,Emerging trends and new developments in information science: a document co-citation analysis (2009–2016),scientometrics,"journals , webometrics , collaboration , scientometrics , bibliometrics , trends , information retrieval , cocitation , cooperation , knowledge base , indicators , citation analysis , citation analysis , information processing , bibliometrics , information science",2018,English,10.1007/s11192-018-2695-9
182,lisa,mike thelwall,differences between journals and years in the proportions of students researchers and faculty registering mendeley articles,"Differences between journals and years in the proportions of students, researchers and faculty registering Mendeley articles",scientometrics,"citation analysis , journals , readers , citation analysis , citations , journals , scholarly publishing",2018,English,10.1007/s11192-018-2689-7
183,lisa,"elizabeth parang, sarah tusa",reviews,Reviews,serials review,"college students , nonfiction , librarians , bibliometrics , academic libraries , books",2018,English,10.1080/00987913.2018.1431870
184,lisa,"siobhan burke, ross macintyre, graham stone",library data labs using an agile approach to develop library analytics in uk higher education,Library data labs: using an agile approach to develop library analytics in UK higher education,information and learning science,"library management , user training , data analysis , library resources , ethnography , internet resources , information literacy , academic libraries , collection management , higher education , united kingdom--uk",2018,English,10.1108/ils-05-2017-0035
185,lisa,"drahomira herrmannova, robert m patton, petr knoth, christopher g stahl",do citations and readership identify seminal publications,Do citations and readership identify seminal publications?,scientometrics,"motivation , literature reviews , literature reviews , reviews , scientific papers , documents , literature reviews , citation analysis , academic publications , datasets",2018,English,10.1007/s11192-018-2669-y
186,lisa,"christine meschede, tobias siebenlist",cross metric compatability and inconsistencies of altmetrics,Cross-metric compatability and inconsistencies of altmetrics,scientometrics,"social networks , mathematical analysis , social networks , informetrics , readers , correlation analysis , research , journals",2018,English,10.1007/s11192-018-2674-1
187,lisa,siviwe bangani,the impact of electronic theses and dissertations a study of the institutional repository of a university in south africa,The impact of electronic theses and dissertations: a study of the institutional repository of a university in South Africa,scientometrics,"dissertations & theses , conversion , engineering , theses , scientific papers , dissertations , institutional repositories , citation analysis , bibliometrics , colleges & universities , south africa",2018,English,10.1007/s11192-018-2657-2
189,lisa,"alberto martin-martin, enrique orduna-malea, emilio delgado lopez-cozar",a novel method for depicting academic disciplines through google scholar citations the case of bibliometrics,A novel method for depicting academic disciplines through Google Scholar Citations: The case of Bibliometrics,scientometrics,"journals , case studies , webometrics , scientometrics , bibliometrics , habits , scientific papers , citation analysis , communities , bibliometrics , books , books , books , citation analysis",2018,English,10.1007/s11192-017-2587-4
190,lisa,"yu liu, dan lin, xiujuan xu, shimin shan, quan z sheng",multi views on nature index of chinese academic institutions,Multi-views on Nature Index of Chinese academic institutions,scientometrics,"social networks , institutions , scientific papers , internet , citation analysis , china",2018,English,10.1007/s11192-017-2581-x
191,lisa,"valentina markusova, valentin bogorov, alexander libkind",usage metrics vs classical metrics analysis of russias research output,Usage metrics vs classical metrics: analysis of Russia’s research output,scientometrics,"citation analysis , correlation , documents , citation analysis , academic publications , bibliometrics , scholarly publishing , pilot projects , russia",2018,English,10.1007/s11192-017-2597-2
192,lisa,carlos enrique aguero aguilar,redes colaborativas y tematicas en la revista interamericana de bibliotecologia periodo 2005 2016,Redes colaborativas y temáticas en la Revista Interamericana de Bibliotecología. Periodo 2005 - 2016,revista interamericana de bibliotecologia,"public libraries , academic publications , collaboration , journals",2018,Portuguese,
