,base,authors_l,title_l,title,journal_l,keywords_l,year,language,doi
218,lisa,"juan pablo alperin, cecilia rozemblum",la reinterpretacion de visibilidad y calidad en las nuevas politicas de evaluacion de revistas cientificas,La reinterpretación de visibilidad y calidad en las nuevas políticas de evaluación de revistas científicas,revista interamericana de bibliotecologia,"academic publications , scholarly publishing , colombia , latin america",2017,Spanish,10.17533/udea.rib.v40n3a04
220,lisa,"enrique orduna-malea, juan m ayllon, alberto martin-martin, emilio delgado lopez-cozar",the lost academic home institutional affiliation links in google scholar citations,The lost academic home: institutional affiliation links in Google Scholar Citations,online information review,"search engines , citations , scientometrics , bibliometrics , queries , lists , scientific papers , information professionals , social networks , visibility , researchers , empirical analysis , informetrics , search engines , social research , information science",2017,English,10.1108/oir-10-2016-0302
221,lisa,jose luis ortega,toward a homogenization of academic social sites a longitudinal study of profiles in academia edu google scholar citations and researchgate,"Toward a homogenization of academic social sites: A longitudinal study of profiles in Academia.edu, Google Scholar Citations and ResearchGate",online information review,"social networks , scholars , social networks , homogenization , scientific papers , correlation analysis , homogenization",2017,English,10.1108/oir-01-2016-0012
222,lisa,s ravikumar,more the tweets more the citations do altmetric variables contribute to citations,More the Tweets More the Citations: Do Altmetric Variables Contribute to Citations?,srels journal of information management,"social networks , citation analysis",2017,English,
223,lisa,"sabelo chizwina, benford rabatseta, siviwe bangani, mathew moyo",a university librarys use of social media during a time of crisis,A university library's use of social media during a time of crisis,library review,"web 2.0 , user services , academic libraries , user behavior , college campuses , college students , social networks , demonstrations & protests , social research , library users",2017,English,
224,lisa,"lyn robinson, david bawden",the story of data a socio technical approach to education for the data librarian role in the citylis library school at city university of london,"""The story of data"": A socio-technical approach to education for the data librarian role in the CityLIS library school at City, University of London",library management,"lifelong learning , libraries , data acquisition , analytics , literacy , digital data , information professionals , library and information science , core curriculum , search engines , digital curation , students , data management , big data , data mining , librarians , ethics , literacy , social factors , computer architecture , colleges & universities",2017,English,10.1108/lm-01-2017-0009
225,lisa,emy nelson decker,encouraging continuous learning for librarians and library staff,Encouraging continuous learning for librarians and library staff,library management,"librarians , libraries , professional development , academic libraries , training , skills , training",2017,English,10.1108/lm-10-2016-0078
226,lisa,"paula wivianne quirino dos santos, joao pedro silva de albuquerque",altmetria uma nova lente para os estudos metricos da informacao,ALTMETRIA: UMA NOVA LENTE PARA OS ESTUDOS MÉTRICOS DA INFORMAÇÃO,biblionline,"informetrics , bibliometrics",2017,Portuguese,
228,lisa,"samantha mcclellan, robert detmering, george martinez, anna marie johnson",raising the librarys impact factor a case study in scholarly publishing literacy for graduate students,Raising the Library's Impact Factor: A Case Study in Scholarly Publishing Literacy for Graduate Students,portal,"user training , collaboration , information literacy , academic libraries , graduate studies , librarians , scholarly publishing , scholarly communication , case studies , libraries , literacy , collaboration , college students , higher education",2017,English,10.1353/pla.2017.0034
229,lisa,"zhichao fang, xinhui guo, yang yang, zhongkai yang, qingchun li, zhigang hu, xianwen wang",measuring global research activities using geographic data of scholarly article visits,Measuring global research activities using geographic data of scholarly article visits,the electronic library,"outliers (statistics) , journals , data processing , scientific papers , resource allocation , websites , citation analysis , researchers , metropolitan areas , scholarly publishing , hail , scientometrics , bibliometrics , players , social networks , repositories , informetrics , developing countries--ldcs , open access , geography , geographical distribution , developing countries--ldcs , united states--us , china",2017,English,10.1108/el-10-2016-0228
231,lisa,"alejandro uribe-tirado, joel alhuay-quispe",estudio metrico de alfin en iberoamerica de la bibliometria a las altmetrics,Estudio métrico de ALFIN en Iberoamérica: de la bibliometría a las altmetrics,revista espanola de documentacion cientifica,"user training , scientometrics , bibliometrics , information literacy , social networks , scientific papers , indicators , visibility , impact analysis , productivity , platforms , informetrics , search engines , social research , latin america",2017,Spanish,10.3989/redc.2017.3.1414
232,lisa,"nicole muscanell, sonja utz",social networking for scientists an analysis on how and why academics use researchgate,Social networking for scientists: an analysis on how and why academics use ResearchGate,online information review,"scientists , polls & surveys , social networks , user behavior , social networks , productivity , digital media , social research , scientists , social network analysis",2017,English,10.1108/oir-07-2016-0185
233,lisa,"maryam sarrafzadeh, narges khaleghi",instruction of citation management tools by academic librarians the need for training the trainers,Instruction of Citation Management Tools by Academic Librarians: The Need for Training the Trainers,webology,"librarians , web sites , citation management software , professional development , academic libraries , iran",2017,English,
234,lisa,jody condit fagan,an evidence based review of academic web search engines 2014 2016 implications for librarians practice and research agenda,"An Evidence-Based Review of Academic Web Search Engines, 2014-2016: Implications for Librarians' Practice and Research Agenda",information technology and libraries online,"librarians , search engines , arts , science , libraries , search engines , studies , fitness , scientific papers , documents , books",2017,English,10.6017/ital.v36i2.9718
235,lisa,raj kumar bhardwaj,academic social networking sites,Academic social networking sites,information and learning science,"college students , social networks , researchers , higher education , libraries , information science",2017,English,10.1108/ils-03-2017-0012
236,lisa,maria nelida gonzalez de gomez,a analises das citacoes precisa de uma teoria ou da filosofia da ciencia,A análises das citações precisa de uma teoria ou da filosofia da ciência?,informacao sociedade,"citation analysis , epistemology",2017,Portuguese,
237,lisa,"maria claudia cabrini gracio, ely francina tannuri de oliveira",a pesquisa brasileira em estudos metricos da informacao proximidade entre pesquisadores de destaque e areas afins,A pesquisa brasileira em Estudos Métricos da Informação: proximidade entre pesquisadores de destaque e áreas afins,informacao sociedade,"researchers , bibliometrics , brazil",2017,Portuguese,
238,lisa,"lynsey taylor, peter willett",comparison of us and uk rankings of lis journals,Comparison of US and UK rankings of LIS journals,aslib journal of information management,"promotion , libraries , documentation , assessments , scientometrics , bibliometrics , journals , academic libraries , trends , open access publishing , library and information science , citation analysis , ratings & rankings , informetrics , collection management , quality , information management , united states--us , united kingdom--uk",2017,English,10.1108/ajim-08-2016-0136
240,lisa,paul ojennus,open access and the humanities,Open Access and the Humanities,library resources technical services,"journals , science , academic libraries , open access publishing , humanities , scholarly publishing , scholarly communication , end users , perceptions",2017,English,
242,lisa,"dyuti samanta, bidyarthi dutta",altmetrics six years of changing scholarly appraisal,Altmetrics: Six Years of Changing Scholarly Appraisal,srels journal of information management,"social networks , web 2.0 , scientometrics , informetrics , social research",2017,English,
243,lisa,"paola bongiovani, sandra miguel, tony hernandez-perez",actitudes y percepciones de los evaluadores de la carrera cientifica en argentina sobre la publicacion en acceso abierto,Actitudes y percepciones de los evaluadores de la carrera científica en Argentina sobre la publicación en acceso abierto,revista espanola de documentacion cientifica,"research , journals , bibliometrics , professional development , documents , open access publishing , researchers , scholarly publishing , argentina",2017,Spanish,10.3989/redc.2017.2.1404
244,lisa,"muhammad yousuf ali, joanna richardson",pakistani lis scholars altmetrics in researchgate,Pakistani LIS scholars' altmetrics in ResearchGate,program,"libraries , demographics , academic libraries , cooperation , scientific papers , scholars , electronic documents , correlation analysis , information dissemination , publication output , bibliometrics , library and information science , pakistan",2017,English,10.1108/prog-07-2016-0052
245,lisa,"lin he, zhengbiao han",do usage counts of scientific data make sense an investigation of the dryad repository,Do usage counts of scientific data make sense? An investigation of the Dryad repository,library hi tech,"research methodology , scientometrics , datasets , bibliometrics , citation indexes , information sharing , funding , publications , social networks , researchers , academic publications , informetrics , qualitative research , reliability analysis , digital data , citation analysis , repositories",2017,English,10.1108/lht-12-2016-0158
246,lisa,david stuart,data bibliometrics metrics before norms,Data bibliometrics: metrics before norms,online information review,"open data , scientometrics , journals , bibliometrics , citation indexes , information sharing , open access publishing , citation analysis , neurosciences , co authorship , scholarly publishing , scholarly communication , digital curation , norms , bibliometrics",2017,English,10.1108/oir-01-2017-0008
247,lisa,"jin-cheon na, yingxin estella ye",content analysis of scholarly discussions of psychological academic articles on facebook,Content analysis of scholarly discussions of psychological academic articles on Facebook,online information review,"scientometrics , journals , bibliometrics , audiences , publications , publishing , social networks , content analysis , scholars , researchers , informetrics , social research , scientific papers , content analysis , promotion , qualitative analysis , documents",2017,English,10.1108/oir-02-2016-0058
248,lisa,ann e williams,altmetrics an overview and evaluation,Altmetrics: an overview and evaluation,online information review,"citations , scientometrics , bibliometrics , scholars , researchers , impact factors , academic publications , informetrics , research & development--r&d",2017,English,10.1108/oir-10-2016-0294
249,lisa,"kim mlis mears, sandra l ms bandy",investigating the need for scholarly communications positions in association of academic health sciences libraries member institutions,Investigating the need for scholarly communications positions in Association of Academic Health Sciences Libraries member institutions,journal of the medical library association,"medical libraries , librarians , scholarly communication",2017,English,10.5195/jmla.2017.208
250,lisa,"marlee givens, lisa a macklin, paolo mangiafico",faculty profile systems new services and roles for libraries,Faculty Profile Systems: New Services and Roles for Libraries,portal,"scholars , students , academic libraries , librarians , scholarly publishing , research methodology , learning , studies , ecosystems , bibliographic data bases , biomedical engineering , researchers , informetrics , institutional repositories , interdisciplinary aspects , open access , scholarly communication , user training , libraries , haiti",2017,English,10.1353/pla.2017.0014
251,lisa,"devin savage, pattie piotrowski, lisa massengale",academic librarians engage with assessment methods and tools,Academic Librarians Engage with Assessment Methods and Tools,portal,"academic libraries , librarians , higher education , research , library collections , learning , success , studies , collaboration , verbal communication , information literacy , special collections , user training , libraries , chicago illinois , illinois",2017,English,10.1353/pla.2017.0025
252,lisa,juan gorraiz,los mil y un reflejos de las publicaciones en el laberinto de espejos de las nuevas metricas,LOS MIL Y UN REFLEJOS DE LAS PUBLICACIONES EN EL LABERINTO DE ESPEJOS DE LAS NUEVAS MÉTRICAS,el profesional de la informacion,"social networks , scientometrics",2017,English,
253,lisa,"michael j kurtz, edwin a henneken",measuring metrics a 40 year longitudinal cross validation of citations downloads and peer review in astrophysics,"Measuring metrics - a 40-year longitudinal cross-validation of citations, downloads, and peer review in astrophysics",journal of the association for information science and technology,"astronomy, astrophysics, astrophysics, citation analysis, citation analysis, downloading, neighborhood, peer review, quantitative psychology, scholarly publishing, validation studies",2017,English,10.1002/asi.23689
254,lisa,mike thelwall,are mendeley reader counts high enough for research evaluations when articles are published,Are Mendeley reader counts high enough for research evaluations when articles are published?,aslib journal of information management,"citations , scientometrics , collaboration , journals , publications , scientific papers , documents , library and information science , citation analysis , impact factors , libraries , informetrics , readers , information management",2017,English,10.1108/ajim-01-2017-0028
255,lisa,"terttu kortelainen, mari katvala, anni-siiri lansman",attention and altmetrics,Attention and altmetrics,information research,"social networks , radio stations , informetrics",2017,English,
256,lisa,"valerie spezi, simon wakeling, stephen pinfield, claire creaser, jenny fry, peter willett",open access mega journals,Open-access mega-journals,journal of documentation,"journals , journals , science , scale (ratio) , debates , open access publishing , social networks , business , economic analysis , economic models , scholarly publishing , ethical standards , scholarly communication , quality , literature reviews , united kingdom--uk",2017,English,10.1108/jd-06-2016-0082
257,lisa,omwoyo bosire onyancha,altmetrics of south african journals implications for scholarly impact of south african research,Altmetrics of South African Journals: Implications for Scholarly Impact of South African Research,publishing research quarterly,"bibliometrics , journals , social network analysis , secondary education , journals (academic) , higher education , south africa",2017,English,10.1007/s12109-016-9485-0
258,lisa,"aceil al-khatib, jaime a da silva, teixeira",threats to the survival of the author pays journal to publish model,Threats to the Survival of the Author-Pays-Journal to Publish Model,publishing research quarterly,"writers , peer review , credibility , publishing industry , fees & charges , open access , journals (academic) , physicians , credibility , education policy , patients , verbal aggression , united states--us , japan",2017,English,10.1007/s12109-016-9486-z
260,lisa,"tint hla hla htoo, jin-cheon na",disciplinary differences in altmetrics for social sciences,Disciplinary differences in altmetrics for social sciences,online information review,"studies , social networks , clinical psychology , research , humanities , life sciences , social sciences , political science , validity , citations , informetrics , indicators , citation analysis , business law , correlation analysis , singapore",2017,English,10.1108/oir-12-2015-0386
261,lisa,"raimunda ribeiro, lidia oliveira, cassia furtado",internacionalizacao e visibilidade da comunidade cientifica da area de biblioteconomia e ciencia da informacao brasil e portugal analise da dialetica entre formacao continua e comportamento infocomunicacional,INTERNACIONALIZAÇÃO E VISIBILIDADE DA COMUNIDADE CIENTÍFICA DA ÁREA DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO (BRASIL E PORTUGAL): análise da dialética entre formação contínua e comportamento infocomunicacional,paginas a b,"researchers , behavior , teachers , information science , higher education , continuing education , portugal , brazil",2017,Portuguese,
262,lisa,"mindy thuna, pam king",research impact metrics a faculty perspective,Research Impact Metrics: A Faculty Perspective,partnership,"research , citations , productivity , bibliometrics , academic libraries , product information , researchers , librarians , impact factors , informetrics , interviews , hirsch index , scholarly communication , college faculty",2017,English,10.21083/partnership.v12i1.3906
263,lisa,"leslie adriaanse, chris rensleigh",e visibility of environmental science researchers at the university of south africa,E-visibility of environmental science researchers at the University of South Africa,south african journal of library and information science suid afrikaanse tydskrif vir biblioteek en inligtingkunde,"researchers , bibliometrics , digital archives , environmental science , social research , publication output , south africa",2017,English,
264,lisa,"paulo roberto cintra, ariadne chloe furnival, douglas henrique milanez",vantagens de citacao do acesso aberto em periodicos selecionados da ciencia da informacao uma analise ampliada aos indicadores altmetricos,VANTAGENS DE CITAÇÃO DO ACESSO ABERTO EM PERIÓDICOS SELECIONADOS DA CIÊNCIA DA INFORMAÇÃO: UMA ANÁLISE AMPLIADA AOS INDICADORES ALTMÉTRICOS,informacao informacao,"copyright , citations , scientometrics , journals , bibliometrics , informetrics , information science , open access , licensing",2017,Portuguese,
265,lisa,"daniel torres-salinas, nicolas robinson-garcia, juan gorraiz",filling the citation gap measuring the multidimensional impact of the academic book at institutional level with plumx,Filling the citation gap: measuring the multidimensional impact of the academic book at institutional level with PlumX,scientometrics,"indicators , indicators , impact analysis , monographs , libraries , bibliometrics , informetrics , books , books , complementarity , books , citations , colleges & universities",2017,English,10.1007/s11192-017-2539-z
266,lisa,"saeed-ul hassan, mubashir imran, uzair gillani, naif radi aljohani, timothy d bowman, fereshteh didegah",measuring social media activity of scientific literature an exhaustive comparison of scopus and novel altmetrics big data,Measuring social media activity of scientific literature: an exhaustive comparison of scopus and novel altmetrics big data,scientometrics,"databases , data management , data processing , astronomy , social networks , physics , astronomy , documents , social networks , citation analysis , data bases , informetrics , nursing , digital media , citation analysis , databases",2017,English,10.1007/s11192-017-2512-x
267,lisa,sasekea harris,2016 top trends and issues in jamaican academic libraries,2016 top trends and issues in Jamaican academic libraries,information and learning science,"user services , higher education , academic libraries , trends , chief librarians , integrated library systems-ils , open access publishing , library collections , access to information , internet resources , information technology , scholarly communication , access to materials , jamaica",2017,English,10.1108/ils-10-2016-0069
268,lisa,"aida pooladian, angel borrego",methodological issues in measuring citations in wikipedia a case study in library and information science,Methodological issues in measuring citations in Wikipedia: a case study in Library and Information Science,scientometrics,"library and information science , standardization , libraries , case studies , citations , standardization , open access , case studies",2017,English,10.1007/s11192-017-2474-z
269,lisa,"joaquin chapa, zeeshan haq, adam s cifu",comparative analysis of the factors associated with citation and media coverage of clinical research,Comparative analysis of the factors associated with citation and media coverage of clinical research,scientometrics,"clinical trials , medical services , hepatitis c virus , journals , hepatitis , medical research , hepatitis c , media , social networks , news , citation analysis , hepatitis , informetrics , population number , funding , digital media , media coverage , clinical trials , citation analysis , comparative analysis , comparative analysis",2017,English,10.1007/s11192-017-2428-5
270,lisa,jaime a. teixeira da silva,does china need to rethink its metrics and citation based research rewards policies,Does China need to rethink its metrics- and citation-based research rewards policies?,scientometrics,"markets , scientometrics , scholarly publishing , upgrading , digital media , policies , scientists , china",2017,English,10.1007/s11192-017-2430-y
271,lisa,"fernanda peset mancebo, rafael aleixandre-benavent, yolanda blasco-gil, antonia ferrer-sapena",datos abiertos de investigacion camino recorrido y cuestiones pendientes,DATOS ABIERTOS DE INVESTIGACIÓN. CAMINO RECORRIDO Y CUESTIONES PENDIENTES,anales de documentacion,"open data , research data management , research , data collection",2017,Spanish,10.6018/analesdoc.20.1.272101
272,lisa,"mike thelwall, kayvan kousha",researchgate versus google scholar which finds more early citations,ResearchGate versus Google Scholar: Which finds more early citations?,scientometrics,"library and information science , citation analysis , libraries , journals , scientific papers , citation analysis , journals , citation indexes",2017,English,10.1007/s11192-017-2400-4
273,lisa,"enrique orduna-malea, alberto martin-martin, mike thelwall, emilio delgado lopez-cozar",do researchgate scores create ghost academic reputations,Do ResearchGate Scores create ghost academic reputations?,scientometrics,"social networks , promotion , recruitment , recruitment , researchers , social organization , social networks , physics , documents , bibliometrics",2017,English,10.1007/s11192-017-2396-9
274,lisa,"julia vainio, kim holmberg",highly tweeted science articles who tweets them an analysis of twitter user profile descriptions,Highly tweeted science articles: who tweets them? An analysis of Twitter user profile descriptions,scientometrics,"social sciences , qualitative analysis , engineering , descriptions , classification , health , agricultural engineering , scientific papers , agronomy , content analysis , social networks , social behavior , user profiles , bibliometrics , content analysis , agricultural engineering",2017,English,10.1007/s11192-017-2368-0
275,lisa,"joao de melo maricato, ethamillya lyanna moura lima",impactos da altmetria aspectos observados com analises de perfis no facebook e twitter,Impactos da Altmetria: aspectos observados com análises de perfis no Facebook e Twitter,informacao sociedade,"social networks , informetrics , libraries , social network analysis",2017,Portuguese,
276,lisa,"kyrille goldbeck debose, inga haugen, rebecca k miller",information literacy instruction programs supporting the college of agriculture and life sciences community at virginia tech,Information Literacy Instruction Programs: Supporting the College of Agriculture and Life Sciences Community at Virginia Tech,library trends,"librarians , college campuses , skills , skill development , academic libraries , agriculture , life sciences , departments , community , graduate students , information literacy , scholarly communication , user training , ethics , literacy , agriculture , college students , audience , academic discourse , virginia",2017,English,10.1353/lib.2017.0004
277,lisa,"aida pooladian, angel borrego",twenty years of readership of library and information science literature under mendeleys microscope,Twenty years of readership of library and information science literature under Mendeley's microscope,performance measurement and metrics,"social networks , scholars , academic libraries , librarians , library collections , science , social research , studies , social sciences , publications , citation analysis , management decisions , researchers , journals , citation management software , collection management , information seeking behavior , informetrics , library and information science , publication output , scholarly communication , use statistics , libraries , citation analysis , postgraduate , information management , software , spain",2017,English,
278,lisa,jane cho,a comparative study of the impact of korean research articles in four academic fields using altmetrics,A comparative study of the impact of Korean research articles in four academic fields using altmetrics,performance measurement and metrics,"social networks , studies , research , academic libraries , science , society , humanities , social sciences , bibliometrics , funding , researchers , citation indexes , informetrics , open access , scholarly communication , journals , medical research , social networks , bibliometrics , comparative studies , medical science , impact analysis , arts , digital media , correlation analysis , research & development--r&d , blogs , pittsburgh pennsylvania",2017,English,10.1108/pmm-02-2016-0005
279,lisa,"rishabh shrivastava, preeti mahajan",an altmetric analysis of researchgate profiles of physics researchers,An altmetric analysis of ResearchGate profiles of physics researchers,performance measurement and metrics,"studies , social networks , academic libraries , scholarly publishing , social research , publications , bibliometrics , scholars , researchers , informetrics , institutional repositories , scholarly communication , web 2.0 , followers , correlation , documents , astrophysics , developing nations , india",2017,English,10.1108/pmm-07-2016-0033
281,lisa,"rongying zhao, mingkun wei",impact evaluation of open source software an altmetrics perspective,Impact evaluation of open source software: an Altmetrics perspective,scientometrics,"position measurement , data processing , web 2.0 , computer programs , community relations , open source software , software , on-line systems , indicators , free flow , multiplexing , informetrics , impact prediction , evaluation , software , internet , freeware , citation analysis , researchers",2017,English,10.1007/s11192-016-2204-y
282,lisa,"lutz bornmann, robin haunschild",does evaluative scientometrics lose its main focus on scientific quality by the new orientation towards societal impact,Does evaluative scientometrics lose its main focus on scientific quality by the new orientation towards societal impact?,scientometrics,"taxonomy , scientometrics , taxonomy , vocabularies & taxonomies",2017,English,10.1007/s11192-016-2200-2
283,lisa,"antonio fernandez-cano, ines m fernandez-guerrero",a multivariate model for evaluating emergency medicine journals,A multivariate model for evaluating emergency medicine journals,scientometrics,"reliability analysis , emergency medical care , well construction , emergency medical services , journals , scientific papers , multivariate analysis , indicators , indicators , citation analysis , multivariate analysis , mathematical models , clusters , statistical analysis , bivariate analysis , evaluation , medicine , multivariate analysis , multivariate analysis , citation analysis , clustering , hirsch index",2017,English,10.1007/s11192-016-2197-6
284,lisa,"robin haunschild, lutz bornmann",how many scientific papers are mentioned in policy related documents an empirical investigation using web of science and altmetric data,How many scientific papers are mentioned in policy-related documents? An empirical investigation using Web of Science and Altmetric data,scientometrics,"scientometrics , empirical analysis , informetrics , categories , scientific papers , documents , academic publications",2017,English,10.1007/s11192-016-2237-2
285,lisa,houqiang yu,context of altmetrics data matters an investigation of count type and user category,Context of altmetrics data matters: an investigation of count type and user category,scientometrics,"impact analysis , statistical analysis , informetrics , categories , statistical tests , social networks , citation analysis",2017,English,10.1007/s11192-017-2251-z
286,lisa,"brett buttliere, jurgen buder",personalizing papers using altmetrics comparing paper quality or impact to person intelligence or personality,Personalizing papers using Altmetrics: comparing paper ‘Quality’ or ‘Impact’ to person ‘Intelligence’ or ‘Personality’,scientometrics,"personality , personality , games , personality , correlation , media , funding , digital media , scientometrics , artificial intelligence , artificial intelligence",2017,English,10.1007/s11192-017-2246-9
287,lisa,"xuan zhen liu, hui fang",what we can learn from tweets linking to research papers,What we can learn from tweets linking to research papers,scientometrics,"social networks , scoring , social networks , media , scientific papers , evaluation , digital media , electronic publishing , sentiment analysis",2017,English,10.1007/s11192-017-2279-0
288,lisa,andrea m mlis ketchum,the research life cycle and the health sciences librarian responding to change in scholarly communication,The research life cycle and the health sciences librarian: responding to change in scholarly communication,journal of the medical library association,"studies , librarians , collaboration , academic libraries , strategic planning , medical research , bibliographic data bases , bibliometrics , public access , internet , clinical trials , digital asset management , copyright , funding , researchers , government grants , health sciences , open access publishing , digitization , informetrics , liaison work , medical libraries , scholarly communication , user services , united states--us , california",2017,English,10.5195/jmla.2017.110
289,lisa,"lilian phd hoffecker, dana mls abbey",from english to chinese japanese and russian extending research visibility with language translations of a conference slide presentation,"From English to Chinese, Japanese, and Russian: extending research visibility with language translations of a conference slide presentation",journal of the medical library association,"social networks , web sites , librarians , research , academic libraries , anglophones , audiences , presentations , bibliometrics , translations , conferences , researchers , russian language , informetrics , library associations , medical libraries , open access , united states--us , colorado",2017,English,10.5195/jmla.2017.106
290,lisa,"heather moulaison sandy, edward m corrado, brandi b ivester",personal digital archiving an analysis of urls in the edu domain,Personal digital archiving: an analysis of URLs in the .edu domain,library hi tech,"archives & records , academic libraries , librarians , studies , social networks , search engines , researchers , work life balance , information professionals , research data management , research guides , information sources , library associations , urls , libraries , scientific papers , websites , search engines , locators , data management , universities , archiving , format , information management , missouri , united states--us",2017,English,10.1108/lht-11-2016-0120
291,lisa,bonnie l fong,an exploration of changing dissertation requirements and library services to support them,An Exploration of Changing Dissertation Requirements and Library Services to Support Them,portal,"colleges & universities , graduate studies , academic libraries , dissertations & theses , websites , english , social sciences , politics , questionnaires , united states--us",2017,English,10.1353/pla.2017.0008
293,lisa,"jisun an, david j crandall, roman fedorov, casey fiesler, fabio giglietto, bahareh heravi, jessica pater, konstantinos pelechrinis, daniele quercia, katrin weller, arkaitz zubiaga",reports of the workshops held at the 2016 international aaai conference on web and social media,Reports of the Workshops Held at the 2016 International AAAI Conference on Web and Social Media,ai magazine,"social networks , workshops , ethics , crowdsourcing , newsrooms , social networks , demographics , webs , environmental monitoring , media , workshops , ecological monitoring , digital media , italy , georgia",2016,English,
295,lisa,"lutz bornmann, robin haunschild",overlay maps based on mendeley data the use of altmetrics for readership networks,Overlay maps based on Mendeley data: The use of altmetrics for readership networks,journal of the association for information science and technology,"studies , readership , visualization , scientometrics , networks , digital computers , digital data , audience , reading , maps",2016,English,
296,lisa,sasekea harris,trends and issues in jamaican academic libraries 2010 2016,Trends and issues in Jamaican academic libraries 2010-2016,new library world,"academic libraries , librarians , science , trends , library associations , united states--us , europe , jamaica",2016,English,10.1108/nlw-08-2016-0055
297,lisa,"nadine desrochers, audrey laplante, martin kim, anabel quan-haase, louise spiteri",illusions of a bond tagging cultural products across online platforms,Illusions of a “Bond”: tagging cultural products across online platforms,journal of documentation,"research , user-generated content , libraries , social networks , user behavior , library and information science , user generated content , researchers , illusions , norms , humanities , platforms , book reviews , library catalogs , social sciences , marking , books , music , tags , social networks , tagging , casinos , catalogs , canada , fleming, ian",2016,English,10.1108/jd-09-2015-0110
299,lisa,blanca san jose montano,using the journal bmj case reports to promote the publication of clinical case reports,Using the journal BMJ Case Reports to promote the publication of clinical case reports,journal of the medical library association,"librarians , hospitals , departments , publishing , manuscripts , clinical medicine , quality , journals , impact factors , library associations , medical libraries , spain",2016,English,10.3163/1536-5050.104.4.015
300,lisa,nettie lagace,niso releases recommended practice covering outputs of its multiyear project in alternative assessment metrics,NISO Releases Recommended Practice Covering Outputs of Its Multiyear Project in Alternative Assessment Metrics,serials review,"citation analysis , publication output",2016,English,10.1080/00987913.2016.1246343
301,lisa,"kurt blythe, jessica brangiel, erin finnerty, stephanie larrison, angela rathmel, breanna webb, tiffanie wick",reports of conferences institutes and seminars,"Reports of Conferences, Institutes, and Seminars",serials review,"scholarly communication , journals , bibliometrics",2016,English,10.1080/00987913.2016.1242979
302,lisa,"transito ferreras-fernandez, francisco garcia-penalvo, jose a merlo-vega, helena martin-rodero",providing open access to phd theses visibility and citation benefits,Providing open access to PhD theses: visibility and citation benefits,program,"academic libraries , studies , scholars , dissertations & theses , library and information science , scientific papers , visibility , citation analysis , repositories , empirical analysis , theses , spain , united kingdom--uk",2016,English,10.1108/prog-04-2016-0039
303,lisa,"christine e shaw, andrea l szwajcer",publication rate of presentation abstracts presented at the canadian health libraries association chla absc annual meetings from 2004 2009,Publication rate of presentation abstracts presented at the Canadian Health Libraries Association (CHLA/ABSC) annual meetings from 2004-2009,performance measurement and metrics,"studies , academic libraries , librarians , humanities , meetings , books , library science , publications , polls & surveys , presentations , medical research , bibliometrics , publishing , conferences , researchers , health sciences , informetrics , library associations , medical libraries , scientometrics , libraries , health , canada",2016,English,10.1108/pmm-07-2016-0034
304,lisa,sasekea harris,distinctive services in academic librarianship,Distinctive services in academic librarianship,new library world,"academic libraries , college campuses , university colleges , learning commons , literature reviews , united states--us , jamaica",2016,English,10.1108/nlw-05-2016-0036
305,lisa,omwoyo bosire onyancha,open research data in sub saharan africa a bibliometric study using the data citation index,Open Research Data in Sub-Saharan Africa: A Bibliometric Study Using the Data Citation Index,publishing research quarterly,"data analysis , citation analysis , scholarly publishing , open access publishing , bibliometrics , genetics , biology , statistical analysis , sub-saharan africa",2016,English,10.1007/s12109-016-9463-6
306,lisa,"gali halevi, barnaby nicolas, judit bar-ilan",the complexity of measuring the impact of books,The Complexity of Measuring the Impact of Books,publishing research quarterly,"publishing industry , measurement , books , audience , united states--us , new york",2016,English,10.1007/s12109-016-9464-5
307,lisa,"mike thelwall, paul wilson",mendeley readership altmetrics for medical articles an analysis of 45 fields,Mendeley readership altmetrics for medical articles: An analysis of 45 fields,journal of the association for information science and technology,"studies , readership , medical research , benchmarks , scholarly publishing , citation analysis , medical research , readers , power law , correlation , electric power distribution , law , audience , reading",2016,English,
309,lisa,jenny teresita guerra gonzalez,analisis de las revistas cientificas digitales del indice de revistas mexicanas de investigacion cientifica y tecnologica cumplimiento de criterios institucionales y adopcion de parametros editoriales digitales,Análisis de las revistas científicas digitales del Índice de Revistas Mexicanas de Investigación Científica y Tecnológica: cumplimiento de criterios institucionales y adopción de parámetros editoriales digitales,revista general de informacion y documentacion,"technology adoption , electronic publishing , compliance , indexes , journals , buttons , social networks , downloading , parameters , hypertext markup language , criteria , mexico",2016,Spanish,10.5209/rgid.54717
310,lisa,joseph w. greene,web robot detection in scholarly open access institutional repositories,Web robot detection in scholarly Open Access institutional repositories,library hi tech,"studies , academic libraries , use statistics , archives & records , research methodology , robots , search engines , labeling , internet resources , institutional repositories , open access",2016,English,10.1108/lht-04-2016-0048
313,lisa,"shri ram, nitin paliwal",management of university research publication a case study of juit publication database jpubdb,Management of University Research Publication: A Case Study of JUIT Publication Database (JPubDB),desidoc journal of library information technology,"bibliometrics , data bases , academic publications , web analytics , case studies , performance measurement , universities , databases , scientific papers , documents , market research , bibliometrics , patiala india , india",2016,English,10.14429/djlit.36.4.9912
314,lisa,carla basili,academic blogging consequences for open science a first insight into their potential impact,Academic blogging consequences for Open Science: a first insight into their potential impact *,the grey journal,"social networks , scholarly communication , webometrics , blogs",2016,English,
